packet_id,label,mutation_type,severity,pr_vendor,gst_vendor,pr_ref,gst_ref,pr_amount,gst_amount,pr_date,gst_date,pr_gstin,gst_gstin
pkt-133,NO_MATCH,different_entity,high,Supplier Inc 133,Different Supplier Inc,INV-10133,INV-10133,19893.06,19893.06,2023-12-07,2023-12-07,27AAAAA1133A1Z5,27BBBBB1234B1Z5
pkt-134,EXACT_MATCH,none,none,Supplier Inc 134,Supplier Inc 134,INV-10134,INV-10134,34561.66,34561.66,2023-11-08,2023-11-08,27AAAAA1134A1Z5,27AAAAA1134A1Z5
pkt-135,NO_MATCH,different_entity,high,Supplier Inc 135,Different Supplier Inc,INV-10135,INV-10135,38646.8,38646.8,2023-11-20,2023-11-20,27AAAAA1135A1Z5,27BBBBB1234B1Z5
pkt-136,EXACT_MATCH,none,none,Supplier Ltd 136,Supplier Ltd 136,INV-10136,INV-10136,39153.5,39153.5,2023-06-18,2023-06-18,27AAAAA1136A1Z5,27AAAAA1136A1Z5
pkt-137,EXACT_MATCH,none,none,Supplier LLC 137,Supplier LLC 137,INV-10137,INV-10137,18591.49,18591.49,2023-09-21,2023-09-21,27AAAAA1137A1Z5,27AAAAA1137A1Z5
pkt-138,NO_MATCH,invalid_gstin_suffix,high,Supplier Ltd 138,Supplier Ltd 138,INV-10138,INV-10138,42493.82,42493.82,2023-08-04,2023-08-04,27AAAAA1138A1Z5,27AAAAA1138A1ZX
pkt-139,EXACT_MATCH,none,none,Supplier Corp 139,Supplier Corp 139,INV-10139,INV-10139,31815.7,31815.7,2023-08-23,2023-08-23,27AAAAA1139A1Z5,27AAAAA1139A1Z5
pkt-140,NO_MATCH,different_entity,high,Supplier LLC 140,Different Supplier Inc,INV-10140,INV-10140,8889.23,8889.23,2023-09-21,2023-09-21,27AAAAA1140A1Z5,27BBBBB1234B1Z5
pkt-141,NO_MATCH,missing_record,high,Supplier Ltd 141,,INV-10141,,40429.14,,2023-09-25,,27AAAAA1141A1Z5,
pkt-142,NO_MATCH,invalid_gstin_suffix,high,Supplier LLC 142,Supplier LLC 142,INV-10142,INV-10142,21835.17,21835.17,2023-12-19,2023-12-19,27AAAAA1142A1Z5,27AAAAA1142A1ZX
pkt-143,FUZZY_MATCH,date_shift,medium,Supplier Ltd 143,Supplier Ltd 143,INV-10143,INV-10143,42600.49,42600.49,2023-02-09,2023-02-11,27AAAAA1143A1Z5,27AAAAA1143A1Z5
pkt-144,EXACT_MATCH,none,none,Supplier LLC 144,Supplier LLC 144,INV-10144,INV-10144,28535.5,28535.5,2023-11-13,2023-11-13,27AAAAA1144A1Z5,27AAAAA1144A1Z5
pkt-145,FUZZY_MATCH,date_shift,medium,Supplier Ltd 145,Supplier Ltd 145,INV-10145,INV-10145,24765.89,24765.89,2023-06-06,2023-06-06,27AAAAA1145A1Z5,27AAAAA1145A1Z5
pkt-146,CONTRADICTION,major_amount_diff,high,Supplier LLC 146,Supplier LLC 146,INV-10146,INV-10146,39911.83,79823.660,2023-06-09,2023-06-09,27AAAAA1146A1Z5,27AAAAA1146A1Z5
pkt-147,EXACT_MATCH,none,none,Supplier Corp 147,Supplier Corp 147,INV-10147,INV-10147,606.54,606.54,2023-04-03,2023-04-03,27AAAAA1147A1Z5,27AAAAA1147A1Z5
pkt-148,EXACT_MATCH,none,none,Supplier Corp 148,Supplier Corp 148,INV-10148,INV-10148,20380.76,20380.76,2023-09-25,2023-09-25,27AAAAA1148A1Z5,27AAAAA1148A1Z5
pkt-149,EXACT_MATCH,none,none,Supplier Ltd 149,Supplier Ltd 149,INV-10149,INV-10149,23857.05,23857.05,2023-12-16,2023-12-16,27AAAAA1149A1Z5,27AAAAA1149A1Z5
pkt-150,FUZZY_MATCH,minor_amount_diff,low,Supplier Corp 150,Supplier Corp 150,INV-10150,INV-10150,4743.36,4744.36,2023-04-13,2023-04-13,27AAAAA1150A1Z5,27AAAAA1150A1Z5
pkt-151,EXACT_MATCH,none,none,Supplier Ltd 151,Supplier Ltd 151,INV-10151,INV-10151,23715.7,23715.7,2023-09-12,2023-09-12,27AAAAA1151A1Z5,27AAAAA1151A1Z5
pkt-152,FUZZY_MATCH,minor_amount_diff,low,Supplier Ltd 152,Supplier Ltd 152,INV-10152,INV-10152,27564.38,27565.38,2023-06-23,2023-06-23,27AAAAA1152A1Z5,27AAAAA1152A1Z5
pkt-153,NO_MATCH,invalid_gstin_suffix,high,Supplier Corp 153,Supplier Corp 153,INV-10153,INV-10153,12645.04,12645.04,2023-02-24,2023-02-24,27AAAAA1153A1Z5,27AAAAA1153A1ZX
pkt-154,FUZZY_MATCH,date_shift,medium,Supplier Corp 154,Supplier Corp 154,INV-10154,INV-10154,6065.78,6065.78,2023-09-25,2023-09-23,27AAAAA1154A1Z5,27AAAAA1154A1Z5
pkt-155,FUZZY_MATCH,string_distance,low,Supplier LLC 155,Suplier LLC 155,INV-10155,INV10155,36956.37,36956.37,2023-05-24,2023-05-24,27AAAAA1155A1Z5,27AAAAA1155A1Z5
pkt-156,FUZZY_MATCH,ocr_artifacts,medium,Supplier LLC 156,Supplier LLC 156,INV-10156,INV-IOI56,41648.16,41648.17,2023-05-08,2023-05-08,27AAAAA1156A1Z5,27AAAAA1156A1Z5
pkt-157,FUZZY_MATCH,minor_amount_diff,low,Supplier Corp 157,Supplier Corp 157,INV-10157,INV-10157,15183.15,15182.15,2023-12-18,2023-12-18,27AAAAA1157A1Z5,27AAAAA1157A1Z5
pkt-158,EXACT_MATCH,none,none,Supplier Corp 158,Supplier Corp 158,INV-10158,INV-10158,48717.32,48717.32,2023-09-10,2023-09-10,27AAAAA1158A1Z5,27AAAAA1158A1Z5
pkt-159,NO_MATCH,different_entity,high,Supplier Inc 159,Different Supplier Inc,INV-10159,INV-10159,43436.21,43436.21,2023-08-04,2023-08-04,27AAAAA1159A1Z5,27BBBBB1234B1Z5
pkt-160,FUZZY_MATCH,ocr_artifacts,medium,Supplier LLC 160,Supplier LLC 160,INV-10160,INV-IOI6O,14288.53,14288.54,2023-08-15,2023-08-15,27AAAAA1160A1Z5,27AAAAA1160A1Z5
pkt-161,FUZZY_MATCH,string_distance,low,Supplier Ltd 161,Suplier Ltd 161,INV-10161,INV10161,48278.33,48278.33,2023-05-28,2023-05-28,27AAAAA1161A1Z5,27AAAAA1161A1Z5
pkt-162,NO_MATCH,different_entity,high,Supplier Inc 162,Different Supplier Inc,INV-10162,INV-10162,41123.57,41123.57,2023-07-16,2023-07-16,27AAAAA1162A1Z5,27BBBBB1234B1Z5
pkt-163,NO_MATCH,different_entity,high,Supplier Corp 163,Different Supplier Inc,INV-10163,INV-10163,31509.34,31509.34,2023-01-05,2023-01-05,27AAAAA1163A1Z5,27BBBBB1234B1Z5
pkt-164,CONTRADICTION,major_amount_diff,high,Supplier Inc 164,Supplier Inc 164,INV-10164,INV-10164,47461.37,94922.740,2023-02-08,2023-02-08,27AAAAA1164A1Z5,27AAAAA1164A1Z5
pkt-165,CONTRADICTION,major_amount_diff,high,Supplier Corp 165,Supplier Corp 165,INV-10165,INV-10165,38245.73,76491.460,2023-10-20,2023-10-20,27AAAAA1165A1Z5,27AAAAA1165A1Z5
pkt-166,FUZZY_MATCH,minor_amount_diff,low,Supplier Ltd 166,Supplier Ltd 166,INV-10166,INV-10166,19080.86,19079.86,2023-08-10,2023-08-10,27AAAAA1166A1Z5,27AAAAA1166A1Z5
pkt-167,EXACT_MATCH,none,none,Supplier Corp 167,Supplier Corp 167,INV-10167,INV-10167,30520.58,30520.58,2023-12-04,2023-12-04,27AAAAA1167A1Z5,27AAAAA1167A1Z5
pkt-168,FUZZY_MATCH,date_shift,medium,Supplier Corp 168,Supplier Corp 168,INV-10168,INV-10168,10630.16,10630.16,2023-11-03,2023-10-31,27AAAAA1168A1Z5,27AAAAA1168A1Z5
pkt-169,NO_MATCH,missing_record,high,Supplier Ltd 169,,INV-10169,,27644.41,,2023-03-01,,27AAAAA1169A1Z5,
pkt-170,FUZZY_MATCH,date_shift,medium,Supplier Inc 170,Supplier Inc 170,INV-10170,INV-10170,34499.62,34499.62,2023-08-10,2023-08-09,27AAAAA1170A1Z5,27AAAAA1170A1Z5
pkt-171,FUZZY_MATCH,string_distance,low,Supplier Ltd 171,Suplier Ltd 171,INV-10171,INV10171,35377.1,35377.1,2023-12-28,2023-12-28,27AAAAA1171A1Z5,27AAAAA1171A1Z5
pkt-172,EXACT_MATCH,none,none,Supplier Corp 172,Supplier Corp 172,INV-10172,INV-10172,34400.51,34400.51,2023-05-26,2023-05-26,27AAAAA1172A1Z5,27AAAAA1172A1Z5
pkt-173,FUZZY_MATCH,minor_amount_diff,low,Supplier Corp 173,Supplier Corp 173,INV-10173,INV-10173,5827.34,5827.84,2023-04-21,2023-04-21,27AAAAA1173A1Z5,27AAAAA1173A1Z5
pkt-174,NO_MATCH,different_entity,high,Supplier LLC 174,Different Supplier Inc,INV-10174,INV-10174,3663.35,3663.35,2023-03-26,2023-03-26,27AAAAA1174A1Z5,27BBBBB1234B1Z5
pkt-175,FUZZY_MATCH,string_distance,low,Supplier Ltd 175,Suplier Ltd 175,INV-10175,INV10175,37472.99,37472.99,2023-10-10,2023-10-10,27AAAAA1175A1Z5,27AAAAA1175A1Z5
pkt-176,FUZZY_MATCH,minor_amount_diff,low,Supplier Ltd 176,Supplier Ltd 176,INV-10176,INV-10176,23488.03,23490.53,2023-05-23,2023-05-23,27AAAAA1176A1Z5,27AAAAA1176A1Z5
pkt-177,EXACT_MATCH,none,none,Supplier Ltd 177,Supplier Ltd 177,INV-10177,INV-10177,21944.17,21944.17,2023-10-02,2023-10-02,27AAAAA1177A1Z5,27AAAAA1177A1Z5
pkt-178,FUZZY_MATCH,date_shift,medium,Supplier Inc 178,Supplier Inc 178,INV-10178,INV-10178,16183.85,16183.85,2023-05-01,2023-05-06,27AAAAA1178A1Z5,27AAAAA1178A1Z5
pkt-179,EXACT_MATCH,none,none,Supplier Inc 179,Supplier Inc 179,INV-10179,INV-10179,41814.33,41814.33,2023-10-19,2023-10-19,27AAAAA1179A1Z5,27AAAAA1179A1Z5
pkt-180,NO_MATCH,missing_record,high,Supplier Corp 180,,INV-10180,,41088.92,,2023-10-02,,27AAAAA1180A1Z5,
pkt-181,NO_MATCH,different_entity,high,Supplier Corp 181,Different Supplier Inc,INV-10181,INV-10181,25996.3,25996.3,2023-08-09,2023-08-09,27AAAAA1181A1Z5,27BBBBB1234B1Z5
pkt-182,NO_MATCH,invalid_gstin_suffix,high,Supplier Ltd 182,Supplier Ltd 182,INV-10182,INV-10182,21850.66,21850.66,2023-08-03,2023-08-03,27AAAAA1182A1Z5,27AAAAA1182A1ZX
pkt-183,FUZZY_MATCH,ocr_artifacts,medium,Supplier Inc 183,Supplier Inc 183,INV-10183,INV-IOI83,20476.57,20476.58,2023-06-22,2023-06-22,27AAAAA1183A1Z5,27AAAAA1183A1Z5
pkt-184,EXACT_MATCH,none,none,Supplier LLC 184,Supplier LLC 184,INV-10184,INV-10184,16557.2,16557.2,2023-12-16,2023-12-16,27AAAAA1184A1Z5,27AAAAA1184A1Z5
pkt-185,FUZZY_MATCH,string_distance,low,Supplier Ltd 185,Suplier Ltd 185,INV-10185,INV10185,47265.16,47265.16,2023-09-02,2023-09-02,27AAAAA1185A1Z5,27AAAAA1185A1Z5
pkt-186,CONTRADICTION,major_amount_diff,high,Supplier Ltd 186,Supplier Ltd 186,INV-10186,INV-10186,15794.41,31588.820,2023-06-04,2023-06-04,27AAAAA1186A1Z5,27AAAAA1186A1Z5
pkt-187,EXACT_MATCH,none,none,Supplier Ltd 187,Supplier Ltd 187,INV-10187,INV-10187,41263.87,41263.87,2023-01-22,2023-01-22,27AAAAA1187A1Z5,27AAAAA1187A1Z5
pkt-188,EXACT_MATCH,none,none,Supplier Ltd 188,Supplier Ltd 188,INV-10188,INV-10188,2804.78,2804.78,2023-09-12,2023-09-12,27AAAAA1188A1Z5,27AAAAA1188A1Z5
pkt-189,CONTRADICTION,major_amount_diff,high,Supplier LLC 189,Supplier LLC 189,INV-10189,INV-10189,22157.84,44315.680,2023-01-07,2023-01-07,27AAAAA1189A1Z5,27AAAAA1189A1Z5
pkt-190,FUZZY_MATCH,string_distance,low,Supplier Ltd 190,Suplier Ltd 190,INV-10190,INV10190,6637.56,6637.56,2023-05-15,2023-05-15,27AAAAA1190A1Z5,27AAAAA1190A1Z5
pkt-191,EXACT_MATCH,none,none,Supplier Corp 191,Supplier Corp 191,INV-10191,INV-10191,1540.59,1540.59,2023-11-20,2023-11-20,27AAAAA1191A1Z5,27AAAAA1191A1Z5
pkt-192,FUZZY_MATCH,string_distance,low,Supplier Ltd 192,Suplier Ltd 192,INV-10192,INV10192,8003.07,8003.07,2023-09-01,2023-09-01,27AAAAA1192A1Z5,27AAAAA1192A1Z5
pkt-193,EXACT_MATCH,none,none,Supplier Inc 193,Supplier Inc 193,INV-10193,INV-10193,11312.56,11312.56,2023-02-15,2023-02-15,27AAAAA1193A1Z5,27AAAAA1193A1Z5
pkt-194,CONTRADICTION,major_amount_diff,high,Supplier LLC 194,Supplier LLC 194,INV-10194,INV-10194,41623.94,83247.880,2023-08-23,2023-08-23,27AAAAA1194A1Z5,27AAAAA1194A1Z5
pkt-195,NO_MATCH,missing_record,high,Supplier Ltd 195,,INV-10195,,35300.04,,2023-07-27,,27AAAAA1195A1Z5,
pkt-196,FUZZY_MATCH,date_shift,medium,Supplier Ltd 196,Supplier Ltd 196,INV-10196,INV-10196,12262.17,12262.17,2023-09-05,2023-09-09,27AAAAA1196A1Z5,27AAAAA1196A1Z5
pkt-197,FUZZY_MATCH,minor_amount_diff,low,Supplier Inc 197,Supplier Inc 197,INV-10197,INV-10197,25461.22,25463.72,2023-03-28,2023-03-28,27AAAAA1197A1Z5,27AAAAA1197A1Z5
pkt-198,FUZZY_MATCH,minor_amount_diff,low,Supplier Inc 198,Supplier Inc 198,INV-10198,INV-10198,17059.77,17060.77,2023-09-09,2023-09-09,27AAAAA1198A1Z5,27AAAAA1198A1Z5
pkt-199,FUZZY_MATCH,ocr_artifacts,medium,Supplier Ltd 199,Supplier Ltd 199,INV-10199,INV-IOI99,41890.05,41890.06,2023-10-22,2023-10-22,27AAAAA1199A1Z5,27AAAAA1199A1Z5
pkt-200,CONTRADICTION,major_amount_diff,high,Supplier LLC 200,Supplier LLC 200,INV-10200,INV-10200,22382.71,44765.420,2023-08-12,2023-08-12,27AAAAA1200A1Z5,27AAAAA1200A1Z5
pkt-201,FUZZY_MATCH,date_shift,medium,Supplier LLC 201,Supplier LLC 201,INV-10201,INV-10201,38167.35,38167.35,2023-07-15,2023-07-13,27AAAAA1201A1Z5,27AAAAA1201A1Z5
pkt-202,EXACT_MATCH,none,none,Supplier Ltd 202,Supplier Ltd 202,INV-10202,INV-10202,28632.7,28632.7,2023-04-28,2023-04-28,27AAAAA1202A1Z5,27AAAAA1202A1Z5
pkt-203,EXACT_MATCH,none,none,Supplier Ltd 203,Supplier Ltd 203,INV-10203,INV-10203,15977.0,15977.0,2023-08-23,2023-08-23,27AAAAA1203A1Z5,27AAAAA1203A1Z5
pkt-204,EXACT_MATCH,none,none,Supplier Ltd 204,Supplier Ltd 204,INV-10204,INV-10204,49421.86,49421.86,2023-11-05,2023-11-05,27AAAAA1204A1Z5,27AAAAA1204A1Z5
pkt-205,NO_MATCH,missing_record,high,Supplier Inc 205,,INV-10205,,6399.69,,2023-10-11,,27AAAAA1205A1Z5,
pkt-206,EXACT_MATCH,none,none,Supplier Corp 206,Supplier Corp 206,INV-10206,INV-10206,5075.61,5075.61,2023-08-01,2023-08-01,27AAAAA1206A1Z5,27AAAAA1206A1Z5
pkt-207,FUZZY_MATCH,minor_amount_diff,low,Supplier Ltd 207,Supplier Ltd 207,INV-10207,INV-10207,43559.56,43560.56,2023-03-03,2023-03-03,27AAAAA1207A1Z5,27AAAAA1207A1Z5
pkt-208,NO_MATCH,invalid_gstin_suffix,high,Supplier Inc 208,Supplier Inc 208,INV-10208,INV-10208,31200.64,31200.64,2023-07-21,2023-07-21,27AAAAA1208A1Z5,27AAAAA1208A1ZX
pkt-209,EXACT_MATCH,none,none,Supplier LLC 209,Supplier LLC 209,INV-10209,INV-10209,42631.83,42631.83,2023-09-13,2023-09-13,27AAAAA1209A1Z5,27AAAAA1209A1Z5
pkt-210,NO_MATCH,different_entity,high,Supplier Inc 210,Different Supplier Inc,INV-10210,INV-10210,35964.0,35964.0,2023-08-28,2023-08-28,27AAAAA1210A1Z5,27BBBBB1234B1Z5
pkt-211,FUZZY_MATCH,date_shift,medium,Supplier LLC 211,Supplier LLC 211,INV-10211,INV-10211,3514.2,3514.2,2023-11-22,2023-11-18,27AAAAA1211A1Z5,27AAAAA1211A1Z5
pkt-212,NO_MATCH,missing_record,high,Supplier Inc 212,,INV-10212,,21755.18,,2023-02-25,,27AAAAA1212A1Z5,
pkt-213,NO_MATCH,invalid_gstin_suffix,high,Supplier Inc 213,Supplier Inc 213,INV-10213,INV-10213,8401.6,8401.6,2023-05-01,2023-05-01,27AAAAA1213A1Z5,27AAAAA1213A1ZX
pkt-214,EXACT_MATCH,none,none,Supplier LLC 214,Supplier LLC 214,INV-10214,INV-10214,39827.56,39827.56,2023-05-12,2023-05-12,27AAAAA1214A1Z5,27AAAAA1214A1Z5
pkt-215,FUZZY_MATCH,ocr_artifacts,medium,Supplier Corp 215,Supplier Corp 215,INV-10215,INV-IO2I5,7363.93,7363.94,2023-09-14,2023-09-14,27AAAAA1215A1Z5,27AAAAA1215A1Z5
pkt-216,NO_MATCH,different_entity,high,Supplier Ltd 216,Different Supplier Inc,INV-10216,INV-10216,8835.96,8835.96,2023-10-28,2023-10-28,27AAAAA1216A1Z5,27BBBBB1234B1Z5
pkt-217,FUZZY_MATCH,date_shift,medium,Supplier Corp 217,Supplier Corp 217,INV-10217,INV-10217,34188.42,34188.42,2023-08-19,2023-08-21,27AAAAA1217A1Z5,27AAAAA1217A1Z5
pkt-218,NO_MATCH,missing_record,high,Supplier Inc 218,,INV-10218,,31931.44,,2023-08-09,,27AAAAA1218A1Z5,
pkt-219,FUZZY_MATCH,string_distance,low,Supplier Corp 219,Suplier Corp 219,INV-10219,INV10219,45070.35,45070.35,2023-11-18,2023-11-18,27AAAAA1219A1Z5,27AAAAA1219A1Z5
pkt-220,EXACT_MATCH,none,none,Supplier LLC 220,Supplier LLC 220,INV-10220,INV-10220,22142.32,22142.32,2023-06-19,2023-06-19,27AAAAA1220A1Z5,27AAAAA1220A1Z5
pkt-221,FUZZY_MATCH,minor_amount_diff,low,Supplier Ltd 221,Supplier Ltd 221,INV-10221,INV-10221,48105.25,48105.75,2023-12-09,2023-12-09,27AAAAA1221A1Z5,27AAAAA1221A1Z5
pkt-222,EXACT_MATCH,none,none,Supplier Corp 222,Supplier Corp 222,INV-10222,INV-10222,49968.74,49968.74,2023-08-04,2023-08-04,27AAAAA1222A1Z5,27AAAAA1222A1Z5
pkt-223,EXACT_MATCH,none,none,Supplier LLC 223,Supplier LLC 223,INV-10223,INV-10223,28638.94,28638.94,2023-10-10,2023-10-10,27AAAAA1223A1Z5,27AAAAA1223A1Z5
pkt-224,EXACT_MATCH,none,none,Supplier LLC 224,Supplier LLC 224,INV-10224,INV-10224,48899.43,48899.43,2023-11-13,2023-11-13,27AAAAA1224A1Z5,27AAAAA1224A1Z5
pkt-225,NO_MATCH,different_entity,high,Supplier Inc 225,Different Supplier Inc,INV-10225,INV-10225,28339.86,28339.86,2023-11-25,2023-11-25,27AAAAA1225A1Z5,27BBBBB1234B1Z5
pkt-226,NO_MATCH,different_entity,high,Supplier Corp 226,Different Supplier Inc,INV-10226,INV-10226,37284.09,37284.09,2023-05-25,2023-05-25,27AAAAA1226A1Z5,27BBBBB1234B1Z5
pkt-227,NO_MATCH,different_entity,high,Supplier Corp 227,Different Supplier Inc,INV-10227,INV-10227,40116.4,40116.4,2023-04-21,2023-04-21,27AAAAA1227A1Z5,27BBBBB1234B1Z5
pkt-228,EXACT_MATCH,none,none,Supplier Corp 228,Supplier Corp 228,INV-10228,INV-10228,12606.28,12606.28,2023-12-25,2023-12-25,27AAAAA1228A1Z5,27AAAAA1228A1Z5
pkt-229,FUZZY_MATCH,minor_amount_diff,low,Supplier Inc 229,Supplier Inc 229,INV-10229,INV-10229,4948.48,4950.98,2023-11-21,2023-11-21,27AAAAA1229A1Z5,27AAAAA1229A1Z5
pkt-230,FUZZY_MATCH,string_distance,low,Supplier Corp 230,Suplier Corp 230,INV-10230,INV10230,1764.89,1764.89,2023-06-24,2023-06-24,27AAAAA1230A1Z5,27AAAAA1230A1Z5
pkt-231,FUZZY_MATCH,ocr_artifacts,medium,Supplier Ltd 231,Supplier Ltd 231,INV-10231,INV-IO23I,45490.43,45490.44,2023-06-24,2023-06-24,27AAAAA1231A1Z5,27AAAAA1231A1Z5
pkt-232,FUZZY_MATCH,ocr_artifacts,medium,Supplier LLC 232,Supplier LLC 232,INV-10232,INV-IO232,10119.66,10119.67,2023-09-12,2023-09-12,27AAAAA1232A1Z5,27AAAAA1232A1Z5
pkt-233,EXACT_MATCH,none,none,Supplier LLC 233,Supplier LLC 233,INV-10233,INV-10233,12922.81,12922.81,2023-08-26,2023-08-26,27AAAAA1233A1Z5,27AAAAA1233A1Z5
pkt-234,FUZZY_MATCH,ocr_artifacts,medium,Supplier Inc 234,Supplier Inc 234,INV-10234,INV-IO234,43532.81,43532.82,2023-02-15,2023-02-15,27AAAAA1234A1Z5,27AAAAA1234A1Z5
pkt-235,CONTRADICTION,major_amount_diff,high,Supplier Ltd 235,Supplier Ltd 235,INV-10235,INV-10235,37732.16,75464.320,2023-04-28,2023-04-28,27AAAAA1235A1Z5,27AAAAA1235A1Z5
pkt-236,CONTRADICTION,major_amount_diff,high,Supplier LLC 236,Supplier LLC 236,INV-10236,INV-10236,18352.17,36704.340,2023-07-01,2023-07-01,27AAAAA1236A1Z5,27AAAAA1236A1Z5
pkt-237,NO_MATCH,different_entity,high,Supplier LLC 237,Different Supplier Inc,INV-10237,INV-10237,6267.08,6267.08,2023-06-22,2023-06-22,27AAAAA1237A1Z5,27BBBBB1234B1Z5
pkt-238,EXACT_MATCH,none,none,Supplier Inc 238,Supplier Inc 238,INV-10238,INV-10238,19113.17,19113.17,2023-11-12,2023-11-12,27AAAAA1238A1Z5,27AAAAA1238A1Z5
pkt-239,NO_MATCH,different_entity,high,Supplier LLC 239,Different Supplier Inc,INV-10239,INV-10239,11767.71,11767.71,2023-01-20,2023-01-20,27AAAAA1239A1Z5,27BBBBB1234B1Z5
pkt-240,EXACT_MATCH,none,none,Supplier Ltd 240,Supplier Ltd 240,INV-10240,INV-10240,11146.22,11146.22,2023-02-21,2023-02-21,27AAAAA1240A1Z5,27AAAAA1240A1Z5
pkt-241,EXACT_MATCH,none,none,Supplier Corp 241,Supplier Corp 241,INV-10241,INV-10241,15179.29,15179.29,2023-07-04,2023-07-04,27AAAAA1241A1Z5,27AAAAA1241A1Z5
pkt-242,FUZZY_MATCH,string_distance,low,Supplier Inc 242,Suplier Inc 242,INV-10242,INV10242,47318.45,47318.45,2023-05-16,2023-05-16,27AAAAA1242A1Z5,27AAAAA1242A1Z5
pkt-243,NO_MATCH,missing_record,high,Supplier Ltd 243,,INV-10243,,11816.52,,2023-09-05,,27AAAAA1243A1Z5,
pkt-244,NO_MATCH,different_entity,high,Supplier Ltd 244,Different Supplier Inc,INV-10244,INV-10244,18613.47,18613.47,2023-12-23,2023-12-23,27AAAAA1244A1Z5,27BBBBB1234B1Z5
pkt-245,NO_MATCH,missing_record,high,Supplier Inc 245,,INV-10245,,37139.22,,2023-03-14,,27AAAAA1245A1Z5,
pkt-246,FUZZY_MATCH,date_shift,medium,Supplier LLC 246,Supplier LLC 246,INV-10246,INV-10246,30821.05,30821.05,2023-05-02,2023-05-04,27AAAAA1246A1Z5,27AAAAA1246A1Z5
pkt-247,FUZZY_MATCH,string_distance,low,Supplier LLC 247,Suplier LLC 247,INV-10247,INV10247,22290.32,22290.32,2023-04-28,2023-04-28,27AAAAA1247A1Z5,27AAAAA1247A1Z5
pkt-248,EXACT_MATCH,none,none,Supplier LLC 248,Supplier LLC 248,INV-10248,INV-10248,49048.29,49048.29,2023-06-18,2023-06-18,27AAAAA1248A1Z5,27AAAAA1248A1Z5
pkt-249,FUZZY_MATCH,string_distance,low,Supplier Ltd 249,Suplier Ltd 249,INV-10249,INV10249,19967.17,19967.17,2023-04-04,2023-04-04,27AAAAA1249A1Z5,27AAAAA1249A1Z5
pkt-250,EXACT_MATCH,none,none,Supplier Inc 250,Supplier Inc 250,INV-10250,INV-10250,33172.16,33172.16,2023-11-21,2023-11-21,27AAAAA1250A1Z5,27AAAAA1250A1Z5
pkt-251,FUZZY_MATCH,string_distance,low,Supplier Corp 251,Suplier Corp 251,INV-10251,INV10251,39361.05,39361.05,2023-04-05,2023-04-05,27AAAAA1251A1Z5,27AAAAA1251A1Z5
pkt-252,FUZZY_MATCH,date_shift,medium,Supplier Corp 252,Supplier Corp 252,INV-10252,INV-10252,41507.91,41507.91,2023-09-07,2023-09-07,27AAAAA1252A1Z5,27AAAAA1252A1Z5
pkt-253,FUZZY_MATCH,ocr_artifacts,medium,Supplier LLC 253,Supplier LLC 253,INV-10253,INV-IO253,38740.99,38741.00,2023-10-01,2023-10-01,27AAAAA1253A1Z5,27AAAAA1253A1Z5
pkt-254,FUZZY_MATCH,string_distance,low,Supplier Corp 254,Suplier Corp 254,INV-10254,INV10254,49377.61,49377.61,2023-09-09,2023-09-09,27AAAAA1254A1Z5,27AAAAA1254A1Z5
pkt-255,NO_MATCH,invalid_gstin_suffix,high,Supplier Inc 255,Supplier Inc 255,INV-10255,INV-10255,33086.78,33086.78,2023-01-05,2023-01-05,27AAAAA1255A1Z5,27AAAAA1255A1ZX
pkt-256,EXACT_MATCH,none,none,Supplier LLC 256,Supplier LLC 256,INV-10256,INV-10256,39520.23,39520.23,2023-04-19,2023-04-19,27AAAAA1256A1Z5,27AAAAA1256A1Z5
pkt-257,CONTRADICTION,major_amount_diff,high,Supplier Ltd 257,Supplier Ltd 257,INV-10257,INV-10257,8794.89,17589.780,2023-01-05,2023-01-05,27AAAAA1257A1Z5,27AAAAA1257A1Z5
pkt-258,NO_MATCH,invalid_gstin_suffix,high,Supplier Ltd 258,Supplier Ltd 258,INV-10258,INV-10258,5771.1,5771.1,2023-02-16,2023-02-16,27AAAAA1258A1Z5,27AAAAA1258A1ZX
pkt-259,NO_MATCH,different_entity,high,Supplier Corp 259,Different Supplier Inc,INV-10259,INV-10259,25710.57,25710.57,2023-02-15,2023-02-15,27AAAAA1259A1Z5,27BBBBB1234B1Z5
pkt-260,NO_MATCH,missing_record,high,Supplier LLC 260,,INV-10260,,2263.92,,2023-11-17,,27AAAAA1260A1Z5,
pkt-261,EXACT_MATCH,none,none,Supplier Ltd 261,Supplier Ltd 261,INV-10261,INV-10261,32202.7,32202.7,2023-01-02,2023-01-02,27AAAAA1261A1Z5,27AAAAA1261A1Z5
pkt-262,FUZZY_MATCH,string_distance,low,Supplier Ltd 262,Suplier Ltd 262,INV-10262,INV10262,21371.05,21371.05,2023-02-16,2023-02-16,27AAAAA1262A1Z5,27AAAAA1262A1Z5
pkt-263,FUZZY_MATCH,string_distance,low,Supplier Corp 263,Suplier Corp 263,INV-10263,INV10263,44973.41,44973.41,2023-06-20,2023-06-20,27AAAAA1263A1Z5,27AAAAA1263A1Z5
pkt-264,EXACT_MATCH,none,none,Supplier LLC 264,Supplier LLC 264,INV-10264,INV-10264,6396.96,6396.96,2023-10-21,2023-10-21,27AAAAA1264A1Z5,27AAAAA1264A1Z5
