pr_gstin,gstr2b_gstin,pr_supplier_name,gstr2b_supplier_name,pr_invoice_no,gstr2b_invoice_no,pr_date,gstr2b_date,pr_taxable,gstr2b_taxable,pr_igst,gstr2b_igst,pr_node_degree,gst_node_degree,component_size,label
07ABCDE8998F1Z5,07ABCDE8998F1Z5,Supplier 137,Supplier 137,INV-00137,INV-00137,2026-02-02,2026-02-02,97096,97096,17477.28,17477.28,1,1,2,EXACT_MATCH
07ABCDE1997F1Z5,07ABCDE1997F1Z5,Supplier 138,Supplier 138,INV-00138,INV-00138,2026-10-20,2026-10-20,83737,83737,15072.66,15072.66,1,1,2,EXACT_MATCH
07ABCDE5815F1Z5,07ABCDE5815F1Z5,Supplier 139,Supplier 139,INV-00139,INV-00139,2026-05-25,2026-05-25,45263,45263,8147.34,8147.34,1,1,2,EXACT_MATCH
07ABCDE2813F1Z5,07ABCDE2813F1Z5,Supplier 140,Supplier 140,INV-00140,INV-00140,2026-07-25,2026-07-25,75673,75673,13621.14,13621.14,1,1,2,EXACT_MATCH
07ABCDE8809F1Z5,07ABCDE8809F1Z5,Supplier 141,Supplier 141,INV-00141,INV-00141,2026-01-14,2026-01-14,87411,87411,15733.98,15733.98,1,1,2,EXACT_MATCH
07ABCDE5942F1Z5,07ABCDE5942F1Z5,Supplier 142,Supplier 142,INV-00142,INV-00142,2026-12-24,2026-12-24,6491,6491,1168.38,1168.38,1,1,2,EXACT_MATCH
07ABCDE2965F1Z5,07ABCDE2965F1Z5,Supplier 143,Supplier 143,INV-00143,INV-00143,2026-06-11,2026-06-11,35380,35380,6368.40,6368.40,1,1,2,EXACT_MATCH
07ABCDE4138F1Z5,07ABCDE4138F1Z5,Supplier 144,Supplier 144,INV-00144,INV-00144,2026-01-08,2026-01-08,87469,87469,15744.42,15744.42,1,1,2,EXACT_MATCH
07ABCDE7629F1Z5,07ABCDE7629F1Z5,Supplier 145,Supplier 145,INV-00145,INV-00145,2026-11-19,2026-11-19,46658,46658,8398.44,8398.44,1,1,2,EXACT_MATCH
07ABCDE2589F1Z5,07ABCDE2589F1Z5,Supplier 146,Supplier 146,INV-00146,INV-00146,2026-04-17,2026-04-17,42095,42095,7577.10,7577.10,1,1,2,EXACT_MATCH
07ABCDE8051F1Z5,07ABCDE8051F1Z5,Supplier 147,Supplier 147,INV-00147,INV-00147,2026-04-10,2026-04-10,80539,80539,14497.02,14497.02,1,1,2,EXACT_MATCH
07ABCDE3118F1Z5,07ABCDE3118F1Z5,Supplier 148,Supplier 148,INV-00148,INV-00148,2026-06-23,2026-06-23,62437,62437,11238.66,11238.66,1,1,2,EXACT_MATCH
07ABCDE3229F1Z5,07ABCDE3229F1Z5,Supplier 149,Supplier 149,INV-00149,INV-00149,2026-03-19,2026-03-19,91729,91729,16511.22,16511.22,1,1,2,EXACT_MATCH
07ABCDE7184F1Z5,07ABCDE7184F1Z5,Supplier 150,Supplier 150,INV-00150,INV-00150,2026-05-01,2026-05-01,82590,82590,14866.20,14866.20,1,1,2,EXACT_MATCH
07ABCDE4987F1Z5,07ABCDE4987F1Z5,Supplier 151,Supplier 151,INV-00151,INV-00151,2026-04-26,2026-04-26,97025,97025,17464.50,17464.50,1,1,2,EXACT_MATCH
07ABCDE6386F1Z5,07ABCDE6386F1Z5,Supplier 152,Supplier 152,INV-00152,INV-00152,2026-06-21,2026-06-21,60832,60832,10949.76,10949.76,1,1,2,EXACT_MATCH
07ABCDE9330F1Z5,07ABCDE9330F1Z5,Supplier 153,Supplier 153,INV-00153,INV-00153,2026-11-09,2026-11-09,28952,28952,5211.36,5211.36,1,1,2,EXACT_MATCH
07ABCDE1604F1Z5,07ABCDE1604F1Z5,Supplier 154,Supplier 154,INV-00154,INV-00154,2026-06-10,2026-06-10,87899,87899,15821.82,15821.82,1,1,2,EXACT_MATCH
07ABCDE9625F1Z5,07ABCDE9625F1Z5,Supplier 155,Supplier 155,INV-00155,INV-00155,2026-04-04,2026-04-04,57509,57509,10351.62,10351.62,1,1,2,EXACT_MATCH
07ABCDE7175F1Z5,07ABCDE7175F1Z5,Supplier 156,Supplier 156,INV-00156,INV-00156,2026-05-18,2026-05-18,81828,81828,14729.04,14729.04,1,1,2,EXACT_MATCH
07ABCDE8726F1Z5,07ABCDE8726F1Z5,Supplier 157,Supplier 157,INV-00157,INV-00157,2026-12-15,2026-12-15,81767,81767,14718.06,14718.06,1,1,2,EXACT_MATCH
07ABCDE1750F1Z5,07ABCDE1750F1Z5,Supplier 158,Supplier 158,INV-00158,INV-00158,2026-10-28,2026-10-28,50882,50882,9158.76,9158.76,1,1,2,EXACT_MATCH
07ABCDE1228F1Z5,07ABCDE1228F1Z5,Supplier 159,Supplier 159,INV-00159,INV-00159,2026-02-12,2026-02-12,81974,81974,14755.32,14755.32,1,1,2,EXACT_MATCH
07ABCDE4663F1Z5,07ABCDE4663F1Z5,Supplier 160,Supplier 160,INV-00160,INV-00160,2026-12-31,2026-12-31,45270,45270,8148.60,8148.60,1,1,2,EXACT_MATCH
07ABCDE4898F1Z5,07ABCDE4898F1Z5,Supplier 161,Supplier 161,INV-00161,INV-00161,2026-07-11,2026-07-11,66901,66901,12042.18,12042.18,1,1,2,EXACT_MATCH
07ABCDE1769F1Z5,07ABCDE1769F1Z5,Supplier 162,Supplier 162,INV-00162,INV-00162,2026-11-29,2026-11-29,65082,65082,11714.76,11714.76,1,1,2,EXACT_MATCH
07ABCDE1710F1Z5,07ABCDE1710F1Z5,Supplier 163,Supplier 163,INV-00163,INV-00163,2026-03-19,2026-03-19,80552,80552,14499.36,14499.36,1,1,2,EXACT_MATCH
07ABCDE8532F1Z5,07ABCDE8532F1Z5,Supplier 164,Supplier 164,INV-00164,INV-00164,2026-10-17,2026-10-17,43836,43836,7890.48,7890.48,1,1,2,EXACT_MATCH
07ABCDE1315F1Z5,07ABCDE1315F1Z5,Supplier 165,Supplier 165,INV-00165,INV-00165,2026-11-23,2026-11-23,25643,25643,4615.74,4615.74,1,1,2,EXACT_MATCH
07ABCDE3463F1Z5,07ABCDE3463F1Z5,Supplier 166,Supplier 166,INV-00166,INV-00166,2026-02-06,2026-02-06,8378,8378,1508.04,1508.04,1,1,2,EXACT_MATCH
07ABCDE8013F1Z5,07ABCDE8013F1Z5,Supplier 167,Supplier 167,INV-00167,INV-00167,2026-07-09,2026-07-09,43876,43876,7897.68,7897.68,1,1,2,EXACT_MATCH
07ABCDE6709F1Z5,07ABCDE6709F1Z5,Supplier 168,Supplier 168,INV-00168,INV-00168,2026-11-21,2026-11-21,49107,49107,8839.26,8839.26,1,1,2,EXACT_MATCH
07ABCDE3942F1Z5,07ABCDE3942F1Z5,Supplier 169,Supplier 169,INV-00169,INV-00169,2026-07-24,2026-07-24,26183,26183,4712.94,4712.94,1,1,2,EXACT_MATCH
07ABCDE8325F1Z5,07ABCDE8325F1Z5,Supplier 170,Supplier 170,INV-00170,INV-00170,2026-08-09,2026-08-09,71546,71546,12878.28,12878.28,1,1,2,EXACT_MATCH
07ABCDE5795F1Z5,07ABCDE5795F1Z5,Supplier 171,Supplier 171,INV-00171,INV-00171,2026-06-28,2026-06-28,52986,52986,9537.48,9537.48,1,1,2,EXACT_MATCH
07ABCDE5458F1Z5,07ABCDE5458F1Z5,Supplier 172,Supplier 172,INV-00172,INV-00172,2026-03-26,2026-03-26,82336,82336,14820.48,14820.48,1,1,2,EXACT_MATCH
07ABCDE8323F1Z5,07ABCDE8323F1Z5,Supplier 173,Supplier 173,INV-00173,INV-00173,2026-10-23,2026-10-23,27728,27728,4991.04,4991.04,1,1,2,EXACT_MATCH
07ABCDE4014F1Z5,07ABCDE4014F1Z5,Supplier 174,Supplier 174,INV-00174,INV-00174,2026-11-22,2026-11-22,16661,16661,2998.98,2998.98,1,1,2,EXACT_MATCH
07ABCDE8900F1Z5,07ABCDE8900F1Z5,Supplier 175,Supplier 175,INV-00175,INV-00175,2026-02-02,2026-02-02,91586,91586,16485.48,16485.48,1,1,2,EXACT_MATCH
07ABCDE9512F1Z5,07ABCDE9512F1Z5,Supplier 176,Supplier 176,INV-00176,INV-00176,2027-01-01,2027-01-01,98509,98509,17731.62,17731.62,1,1,2,EXACT_MATCH
07ABCDE5859F1Z5,07ABCDE5859F1Z5,Supplier 177,Supplier 177,INV-00177,INV-00177,2026-08-29,2026-08-29,43413,43413,7814.34,7814.34,1,1,2,EXACT_MATCH
07ABCDE6812F1Z5,07ABCDE6812F1Z5,Supplier 178,Supplier 178,INV-00178,INV-00178,2026-02-18,2026-02-18,77700,77700,13986.00,13986.00,1,1,2,EXACT_MATCH
07ABCDE2917F1Z5,07ABCDE2917F1Z5,Supplier 179,Supplier 179,INV-00179,INV-00179,2026-10-31,2026-10-31,98334,98334,17700.12,17700.12,1,1,2,EXACT_MATCH
07ABCDE9678F1Z5,07ABCDE9678F1Z5,Supplier 180,Supplier 180,INV-00180,INV-00180,2026-05-07,2026-05-07,14758,14758,2656.44,2656.44,1,1,2,EXACT_MATCH
07ABCDE9809F1Z5,07ABCDE9809F1Z5,Supplier 181,Supplier 181,INV-00181,INV-00181,2026-05-10,2026-05-10,31982,31982,5756.76,5756.76,1,1,2,EXACT_MATCH
07ABCDE2266F1Z5,07ABCDE2266F1Z5,Supplier 182,Supplier 182,INV-00182,INV-00182,2026-03-17,2026-03-17,67050,67050,12069.00,12069.00,1,1,2,EXACT_MATCH
07ABCDE8727F1Z5,07ABCDE8727F1Z5,Supplier 183,Supplier 183,INV-00183,INV-00183,2026-07-11,2026-07-11,86484,86484,15567.12,15567.12,1,1,2,EXACT_MATCH
07ABCDE4032F1Z5,07ABCDE4032F1Z5,Supplier 184,Supplier 184,INV-00184,INV-00184,2026-09-15,2026-09-15,64942,64942,11689.56,11689.56,1,1,2,EXACT_MATCH
07ABCDE8432F1Z5,07ABCDE8432F1Z5,Supplier 185,Supplier 185,INV-00185,INV-00185,2026-10-22,2026-10-22,8565,8565,1541.70,1541.70,1,1,2,EXACT_MATCH
07ABCDE6211F1Z5,07ABCDE6211F1Z5,Supplier 186,Supplier 186,INV-00186,INV-00186,2026-04-09,2026-04-09,58493,58493,10528.74,10528.74,1,1,2,EXACT_MATCH
07ABCDE7186F1Z5,07ABCDE7186F1Z5,Supplier 187,Supplier 187,INV-00187,INV-00187,2026-08-07,2026-08-07,67616,67616,12170.88,12170.88,1,1,2,EXACT_MATCH
07ABCDE6541F1Z5,07ABCDE6541F1Z5,Supplier 188,Supplier 188,INV-00188,INV-00188,2026-07-01,2026-07-01,71969,71969,12954.42,12954.42,1,1,2,EXACT_MATCH
07ABCDE9453F1Z5,07ABCDE9453F1Z5,Supplier 189,Supplier 189,INV-00189,INV-00189,2026-05-03,2026-05-03,25612,25612,4610.16,4610.16,1,1,2,EXACT_MATCH
07ABCDE9306F1Z5,07ABCDE9306F1Z5,Supplier 190,Supplier 190,INV-00190,INV-00190,2026-01-23,2026-01-23,9403,9403,1692.54,1692.54,1,1,2,EXACT_MATCH
07ABCDE9927F1Z5,07ABCDE9927F1Z5,Supplier 191,Supplier 191,INV-00191,INV-00191,2026-08-11,2026-08-11,84869,84869,15276.42,15276.42,1,1,2,EXACT_MATCH
07ABCDE5007F1Z5,07ABCDE5007F1Z5,Supplier 192,Supplier 192,INV-00192,INV-00192,2026-06-04,2026-06-04,82682,82682,14882.76,14882.76,1,1,2,EXACT_MATCH
07ABCDE7926F1Z5,07ABCDE7926F1Z5,Supplier 193,Supplier 193,INV-00193,INV-00193,2026-01-27,2026-01-27,26420,26420,4755.60,4755.60,1,1,2,EXACT_MATCH
07ABCDE8146F1Z5,07ABCDE8146F1Z5,Supplier 194,Supplier 194,INV-00194,INV-00194,2026-08-26,2026-08-26,79244,79244,14263.92,14263.92,1,1,2,EXACT_MATCH
07ABCDE1485F1Z5,07ABCDE1485F1Z5,Supplier 195,Supplier 195,INV-00195,INV-00195,2026-06-25,2026-06-25,49573,49573,8923.14,8923.14,1,1,2,EXACT_MATCH
07ABCDE6661F1Z5,07ABCDE6661F1Z5,Supplier 196,Supplier 196,INV-00196,INV-00196,2026-09-15,2026-09-15,52989,52989,9538.02,9538.02,1,1,2,EXACT_MATCH
07ABCDE9614F1Z5,07ABCDE9614F1Z5,Supplier 197,Supplier 197,INV-00197,INV-00197,2026-10-16,2026-10-16,56132,56132,10103.76,10103.76,1,1,2,EXACT_MATCH
07ABCDE8945F1Z5,07ABCDE8945F1Z5,Supplier 198,Supplier 198,INV-00198,INV-00198,2026-07-06,2026-07-06,44107,44107,7939.26,7939.26,1,1,2,EXACT_MATCH
07ABCDE6038F1Z5,07ABCDE6038F1Z5,Supplier 199,Supplier 199,INV-00199,INV-00199,2026-07-29,2026-07-29,47698,47698,8585.64,8585.64,1,1,2,EXACT_MATCH
07ABCDE9903F1Z5,07ABCDE9903F1Z5,Supplier 200,Supplier 200,INV-00200,INV-00200,2026-11-01,2026-11-01,93749,93749,16874.82,16874.82,1,1,2,EXACT_MATCH
07ABCDE1686F1Z5,07ABCDE1686F1Z5,Supplier 201,Supplier 201,INV-00201,INV-00201,2026-10-17,2026-10-17,46778,46778,8420.04,8420.04,1,1,2,EXACT_MATCH
07ABCDE1876F1Z5,07ABCDE1876F1Z5,Supplier 202,Supplier 202,INV-00202,INV-00202,2026-02-28,2026-02-28,44921,44921,8085.78,8085.78,1,1,2,EXACT_MATCH
07ABCDE6998F1Z5,07ABCDE6998F1Z5,Supplier 203,Supplier 203,INV-00203,INV-00203,2026-07-06,2026-07-06,84403,84403,15192.54,15192.54,1,1,2,EXACT_MATCH
07ABCDE4879F1Z5,07ABCDE4879F1Z5,Supplier 204,Supplier 204,INV-00204,INV-00204,2026-04-05,2026-04-05,77986,77986,14037.48,14037.48,1,1,2,EXACT_MATCH
07ABCDE6500F1Z5,07ABCDE6500F1Z5,Supplier 205,Supplier 205,INV-00205,INV-00205,2026-07-27,2026-07-27,11032,11032,1985.76,1985.76,1,1,2,EXACT_MATCH
07ABCDE2072F1Z5,07ABCDE2072F1Z5,Supplier 206,Supplier 206,INV-00206,INV-00206,2026-06-23,2026-06-23,82230,82230,14801.40,14801.40,1,1,2,EXACT_MATCH
07ABCDE4822F1Z5,07ABCDE4822F1Z5,Supplier 207,Supplier 207,INV-00207,INV-00207,2026-12-17,2026-12-17,84062,84062,15131.16,15131.16,1,1,2,EXACT_MATCH
07ABCDE2779F1Z5,07ABCDE2779F1Z5,Supplier 208,Supplier 208,INV-00208,INV-00208,2026-07-23,2026-07-23,18504,18504,3330.72,3330.72,1,1,2,EXACT_MATCH
07ABCDE4748F1Z5,07ABCDE4748F1Z5,Supplier 209,Supplier 209,INV-00209,INV-00209,2026-04-01,2026-04-01,75258,75258,13546.44,13546.44,1,1,2,EXACT_MATCH
07ABCDE9253F1Z5,07ABCDE9253F1Z5,Supplier 210,Supplier 210,INV-00210,INV-00210,2026-02-18,2026-02-18,89581,89581,16124.58,16124.58,1,1,2,EXACT_MATCH
07ABCDE3587F1Z5,07ABCDE3587F1Z5,Supplier 211,Supplier 211,INV-00211,INV-00211,2026-07-26,2026-07-26,50932,50932,9167.76,9167.76,1,1,2,EXACT_MATCH
07ABCDE3707F1Z5,07ABCDE3707F1Z5,Supplier 212,Supplier 212,INV-00212,INV-00212,2026-10-17,2026-10-17,14305,14305,2574.90,2574.90,1,1,2,EXACT_MATCH
07ABCDE6846F1Z5,07ABCDE6846F1Z5,Supplier 213,Supplier 213,INV-00213,INV-00213,2026-09-29,2026-09-29,85691,85691,15424.38,15424.38,1,1,2,EXACT_MATCH
07ABCDE3076F1Z5,07ABCDE3076F1Z5,Supplier 214,Supplier 214,INV-00214,INV-00214,2026-09-30,2026-09-30,88615,88615,15950.70,15950.70,1,1,2,EXACT_MATCH
07ABCDE6471F1Z5,07ABCDE6471F1Z5,Supplier 215,Supplier 215,INV-00215,INV-00215,2026-10-29,2026-10-29,63111,63111,11359.98,11359.98,1,1,2,EXACT_MATCH
07ABCDE5049F1Z5,07ABCDE5049F1Z5,Supplier 216,Supplier 216,INV-00216,INV-00216,2026-07-12,2026-07-12,14978,14978,2696.04,2696.04,1,1,2,EXACT_MATCH
07ABCDE2095F1Z5,07ABCDE2095F1Z5,Supplier 217,Supplier 217,INV-00217,INV-00217,2026-10-10,2026-10-10,61634,61634,11094.12,11094.12,1,1,2,EXACT_MATCH
07ABCDE9606F1Z5,07ABCDE9606F1Z5,Supplier 218,Supplier 218,INV-00218,INV-00218,2026-01-24,2026-01-24,9798,9798,1763.64,1763.64,1,1,2,EXACT_MATCH
07ABCDE4599F1Z5,07ABCDE4599F1Z5,Supplier 219,Supplier 219,INV-00219,INV-00219,2026-07-13,2026-07-13,56426,56426,10156.68,10156.68,1,1,2,EXACT_MATCH
07ABCDE5498F1Z5,07ABCDE5498F1Z5,Supplier 220,Supplier 220,INV-00220,INV-00220,2026-09-30,2026-09-30,85378,85378,15368.04,15368.04,1,1,2,EXACT_MATCH
07ABCDE9129F1Z5,07ABCDE9129F1Z5,Supplier 221,Supplier 221,INV-00221,INV-00221,2026-09-27,2026-09-27,2930,2930,527.40,527.40,1,1,2,EXACT_MATCH
07ABCDE3930F1Z5,07ABCDE3930F1Z5,Supplier 222,Supplier 222,INV-00222,INV-00222,2026-01-31,2026-01-31,4846,4846,872.28,872.28,1,1,2,EXACT_MATCH
07ABCDE9284F1Z5,07ABCDE9284F1Z5,Supplier 223,Supplier 223,INV-00223,INV-00223,2026-01-18,2026-01-18,80397,80397,14471.46,14471.46,1,1,2,EXACT_MATCH
07ABCDE8357F1Z5,07ABCDE8357F1Z5,Supplier 224,Supplier 224,INV-00224,INV-00224,2026-11-27,2026-11-27,44317,44317,7977.06,7977.06,1,1,2,EXACT_MATCH
07ABCDE6109F1Z5,07ABCDE6109F1Z5,Supplier 225,Supplier 225,INV-00225,INV-00225,2026-06-08,2026-06-08,27146,27146,4886.28,4886.28,1,1,2,EXACT_MATCH
07ABCDE6230F1Z5,07ABCDE6230F1Z5,Supplier 226,Supplier 226,INV-00226,INV-00226,2026-09-29,2026-09-29,39396,39396,7091.28,7091.28,1,1,2,EXACT_MATCH
07ABCDE5507F1Z5,07ABCDE5507F1Z5,Supplier 227,Supplier 227,INV-00227,INV-00227,2026-11-24,2026-11-24,79225,79225,14260.50,14260.50,1,1,2,EXACT_MATCH
07ABCDE3609F1Z5,07ABCDE3609F1Z5,Supplier 228,Supplier 228,INV-00228,INV-00228,2026-12-18,2026-12-18,21512,21512,3872.16,3872.16,1,1,2,EXACT_MATCH
07ABCDE1167F1Z5,07ABCDE1167F1Z5,Supplier 229,Supplier 229,INV-00229,INV-00229,2026-12-27,2026-12-27,83608,83608,15049.44,15049.44,1,1,2,EXACT_MATCH
07ABCDE8877F1Z5,07ABCDE8877F1Z5,Supplier 230,Supplier 230,INV-00230,INV-00230,2026-07-05,2026-07-05,18538,18538,3336.84,3336.84,1,1,2,EXACT_MATCH
07ABCDE7271F1Z5,07ABCDE7271F1Z5,Supplier 231,Supplier 231,INV-00231,INV-00231,2026-11-14,2026-11-14,93699,93699,16865.82,16865.82,1,1,2,EXACT_MATCH
07ABCDE8883F1Z5,07ABCDE8883F1Z5,Supplier 232,Supplier 232,INV-00232,INV-00232,2026-02-19,2026-02-19,44632,44632,8033.76,8033.76,1,1,2,EXACT_MATCH
07ABCDE4603F1Z5,07ABCDE4603F1Z5,Supplier 233,Supplier 233,INV-00233,INV-00233,2026-04-09,2026-04-09,23724,23724,4270.32,4270.32,1,1,2,EXACT_MATCH
07ABCDE3495F1Z5,07ABCDE3495F1Z5,Supplier 234,Supplier 234,INV-00234,INV-00234,2026-08-14,2026-08-14,43189,43189,7774.02,7774.02,1,1,2,EXACT_MATCH
07ABCDE7646F1Z5,07ABCDE7646F1Z5,Supplier 235,Supplier 235,INV-00235,INV-00235,2026-02-05,2026-02-05,31119,31119,5601.42,5601.42,1,1,2,EXACT_MATCH
07ABCDE1044F1Z5,07ABCDE1044F1Z5,Supplier 236,Supplier 236,INV-00236,INV-00236,2026-08-13,2026-08-13,33684,33684,6063.12,6063.12,1,1,2,EXACT_MATCH
07ABCDE2694F1Z5,07ABCDE2694F1Z5,Supplier 237,Supplier 237,INV-00237,INV-00237,2026-11-25,2026-11-25,96067,96067,17292.06,17292.06,1,1,2,EXACT_MATCH
07ABCDE6031F1Z5,07ABCDE6031F1Z5,Supplier 238,Supplier 238,INV-00238,INV-00238,2026-05-21,2026-05-21,32485,32485,5847.30,5847.30,1,1,2,EXACT_MATCH
07ABCDE3920F1Z5,07ABCDE3920F1Z5,Supplier 239,Supplier 239,INV-00239,INV-00239,2026-07-16,2026-07-16,43438,43438,7818.84,7818.84,1,1,2,EXACT_MATCH
07ABCDE4514F1Z5,07ABCDE4514F1Z5,Supplier 240,Supplier 240,INV-00240,INV-00240,2026-07-13,2026-07-13,41064,41064,7391.52,7391.52,1,1,2,EXACT_MATCH
07ABCDE5631F1Z5,07ABCDE5631F1Z5,Supplier 241,Supplier 241,INV-00241,INV-00241,2026-06-15,2026-06-15,2173,2173,391.14,391.14,1,1,2,EXACT_MATCH
07ABCDE8994F1Z5,07ABCDE8994F1Z5,Supplier 242,Supplier 242,INV-00242,INV-00242,2026-07-14,2026-07-14,84477,84477,15205.86,15205.86,1,1,2,EXACT_MATCH
07ABCDE9343F1Z5,07ABCDE9343F1Z5,Supplier 243,Supplier 243,INV-00243,INV-00243,2026-11-23,2026-11-23,59410,59410,10693.80,10693.80,1,1,2,EXACT_MATCH
07ABCDE2437F1Z5,07ABCDE2437F1Z5,Supplier 244,Supplier 244,INV-00244,INV-00244,2026-11-05,2026-11-05,43108,43108,7759.44,7759.44,1,1,2,EXACT_MATCH
07ABCDE2567F1Z5,07ABCDE2567F1Z5,Supplier 245,Supplier 245,INV-00245,INV-00245,2026-01-26,2026-01-26,99095,99095,17837.10,17837.10,1,1,2,EXACT_MATCH
07ABCDE3872F1Z5,07ABCDE3872F1Z5,Supplier 246,Supplier 246,INV-00246,INV-00246,2026-04-01,2026-04-01,82524,82524,14854.32,14854.32,1,1,2,EXACT_MATCH
07ABCDE9115F1Z5,07ABCDE9115F1Z5,Supplier 247,Supplier 247,INV-00247,INV-00247,2026-12-30,2026-12-30,55074,55074,9913.32,9913.32,1,1,2,EXACT_MATCH
07ABCDE7885F1Z5,07ABCDE7885F1Z5,Supplier 248,Supplier 248,INV-00248,INV-00248,2026-08-19,2026-08-19,33255,33255,5985.90,5985.90,1,1,2,EXACT_MATCH
07ABCDE3671F1Z5,07ABCDE3671F1Z5,Supplier 249,Supplier 249,INV-00249,INV-00249,2026-12-20,2026-12-20,72281,72281,13010.58,13010.58,1,1,2,EXACT_MATCH
07ABCDE3996F1Z5,07ABCDE3996F1Z5,Supplier 250,Supplier 250,INV-00250,INV-00250,2026-09-08,2026-09-08,67466,67466,12143.88,12143.88,1,1,2,EXACT_MATCH
07ABCDE1869F1Z5,07ABCDE1869F1Z5,Supplier 251,Supplier 251,INV-00251,INV-00251,2026-07-06,2026-07-06,55168,55168,9930.24,9930.24,1,1,2,EXACT_MATCH
07ABCDE4273F1Z5,07ABCDE4273F1Z5,Supplier 252,Supplier 252,INV-00252,INV-00252,2026-02-21,2026-02-21,99833,99833,17969.94,17969.94,1,1,2,EXACT_MATCH
07ABCDE3460F1Z5,07ABCDE3460F1Z5,Supplier 253,Supplier 253,INV-00253,INV-00253,2026-12-09,2026-12-09,38912,38912,7004.16,7004.16,1,1,2,EXACT_MATCH
07ABCDE7790F1Z5,07ABCDE7790F1Z5,Supplier 254,Supplier 254,INV-00254,INV-00254,2026-02-15,2026-02-15,32972,32972,5934.96,5934.96,1,1,2,EXACT_MATCH
07ABCDE5026F1Z5,07ABCDE5026F1Z5,Supplier 255,Supplier 255,INV-00255,INV-00255,2026-07-09,2026-07-09,66332,66332,11939.76,11939.76,1,1,2,EXACT_MATCH
07ABCDE9418F1Z5,07ABCDE9418F1Z5,Supplier 256,Supplier 256,INV-00256,INV-00256,2026-09-18,2026-09-18,79948,79948,14390.64,14390.64,1,1,2,EXACT_MATCH
07ABCDE4855F1Z5,07ABCDE4855F1Z5,Supplier 257,Supplier 257,INV-00257,INV-00257,2026-09-29,2026-09-29,68709,68709,12367.62,12367.62,1,1,2,EXACT_MATCH
07ABCDE5526F1Z5,07ABCDE5526F1Z5,Supplier 258,Supplier 258,INV-00258,INV-00258,2026-04-06,2026-04-06,4283,4283,770.94,770.94,1,1,2,EXACT_MATCH
07ABCDE5215F1Z5,07ABCDE5215F1Z5,Supplier 259,Supplier 259,INV-00259,INV-00259,2026-07-27,2026-07-27,7867,7867,1416.06,1416.06,1,1,2,EXACT_MATCH
07ABCDE1804F1Z5,07ABCDE1804F1Z5,Supplier 260,Supplier 260,INV-00260,INV-00260,2026-11-29,2026-11-29,12668,12668,2280.24,2280.24,1,1,2,EXACT_MATCH
07ABCDE6770F1Z5,07ABCDE6770F1Z5,Supplier 261,Supplier 261,INV-00261,INV-00261,2026-09-11,2026-09-11,11081,11081,1994.58,1994.58,1,1,2,EXACT_MATCH
07ABCDE7267F1Z5,07ABCDE7267F1Z5,Supplier 262,Supplier 262,INV-00262,INV-00262,2026-02-07,2026-02-07,50584,50584,9105.12,9105.12,1,1,2,EXACT_MATCH
07ABCDE9785F1Z5,07ABCDE9785F1Z5,Supplier 263,Supplier 263,INV-00263,INV-00263,2026-04-18,2026-04-18,59147,59147,10646.46,10646.46,1,1,2,EXACT_MATCH
07ABCDE5327F1Z5,07ABCDE5327F1Z5,Supplier 264,Supplier 264,INV-00264,INV-00264,2026-03-18,2026-03-18,7258,7258,1306.44,1306.44,1,1,2,EXACT_MATCH
07ABCDE2020F1Z5,07ABCDE2020F1Z5,Supplier 265,Supplier 265,INV-00265,INV-00265,2026-04-14,2026-04-14,16101,16101,2898.18,2898.18,1,1,2,EXACT_MATCH
07ABCDE3166F1Z5,07ABCDE3166F1Z5,Supplier 266,Supplier 266,INV-00266,INV-00266,2026-04-19,2026-04-19,62401,62401,11232.18,11232.18,1,1,2,EXACT_MATCH
07ABCDE4385F1Z5,07ABCDE4385F1Z5,Supplier 267,Supplier 267,INV-00267,INV-00267,2026-03-18,2026-03-18,96069,96069,17292.42,17292.42,1,1,2,EXACT_MATCH
07ABCDE2113F1Z5,07ABCDE2113F1Z5,Supplier 268,Supplier 268,INV-00268,INV-00268,2026-08-27,2026-08-27,2360,2360,424.80,424.80,1,1,2,EXACT_MATCH
07ABCDE9647F1Z5,07ABCDE9647F1Z5,Supplier 269,Supplier 269,INV-00269,INV-00269,2026-11-08,2026-11-08,58636,58636,10554.48,10554.48,1,1,2,EXACT_MATCH
07ABCDE2079F1Z5,07ABCDE2079F1Z5,Supplier 270,Supplier 270,INV-00270,INV-00270,2026-03-17,2026-03-17,56188,56188,10113.84,10113.84,1,1,2,EXACT_MATCH
07ABCDE4391F1Z5,07ABCDE4391F1Z5,Supplier 271,Supplier 271,INV-00271,INV-00271,2026-11-30,2026-11-30,83588,83588,15045.84,15045.84,1,1,2,EXACT_MATCH
07ABCDE9512F1Z5,07ABCDE9512F1Z5,Supplier 272,Supplier 272,INV-00272,INV-00272,2026-10-29,2026-10-29,95624,95624,17212.32,17212.32,1,1,2,EXACT_MATCH
07ABCDE2505F1Z5,07ABCDE2505F1Z5,Supplier 273,Supplier 273,INV-00273,INV-00273,2026-04-04,2026-04-04,91130,91130,16403.40,16403.40,1,1,2,EXACT_MATCH
07ABCDE6003F1Z5,07ABCDE6003F1Z5,Supplier 274,Supplier 274,INV-00274,INV-00274,2026-08-19,2026-08-19,21145,21145,3806.10,3806.10,1,1,2,EXACT_MATCH
