pr_gstin,gstr2b_gstin,pr_supplier_name,gstr2b_supplier_name,pr_invoice_no,gstr2b_invoice_no,pr_date,gstr2b_date,pr_taxable,gstr2b_taxable,pr_igst,gstr2b_igst,pr_cgst,gstr2b_cgst,pr_sgst,gstr2b_sgst,label,provenance
28ABCDE3235F1Z5,28ABCDE3235F1Z5,"Wason, Ghose and Tank","Wason, Ghose and Tank",INV-7338/23,INV-7338/23,2026-05-27,2026-05-27,18688.67,18688.67,0.0,3363.96,1681.98,0.0,1681.98,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_284"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
39ABCDE2740F1Z5,39ABCDE2740F1Z5,Sani and Sons,Sani and Sons,INV-9635/20,INV-9635/20,2026-07-17,2026-07-17,4257.85,4257.85,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_617"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
65ABCDE1625F1Z5,65ABCDE1625F1Z5,"Mallick, Ravel and Datta","Mallick, Ravel and Datta",INV-9956/25,INV-9956/25,2026-06-02,2026-06-05,62512.32,62512.32,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3919"", ""mutations"": [""date_mutation""], ""seed"": 12345}"
65ABCDE5531F1Z5,65ABCDE5531F1Z5,"Peri, Varma and Raja","Peri, Varma and Raja",INV-5025/21,INV-5025/21,2025-11-29,2025-11-29,19677.31,19677.31,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1351"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
23ABCDE2085F1Z5,99ABCDE8589F1Z5,Jhaveri-Bahl,Jhaveri-Bahl,INV-1470/26,INV-1470/26,2025-10-12,2025-10-12,33145.58,33145.58,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2346"", ""mutations"": [""different_gstin""], ""seed"": 12345}"
91ABCDE1689F1Z5,91ABCDE1689F1Z5,Baria-Kata,Baria-Kata,INV-5504/25,INV-S50Q/25,2025-10-03,2025-03-10,44964.76,4496.48,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_12"", ""mutations"": [""ocr_mutation"", ""date_mutation"", ""tax_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
70ABCDE5249F1Z5,70ABCDE5249F1Z5,Baral-Narayan,Gole-Munshi,INV-9095/20,INV-3680/21,2025-11-25,2025-11-25,96903.41,69205.81,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_11"", ""mutations"": [""contradiction""], ""seed"": 12345}"
79ABCDE1896F1Z5,79ABCDE1896F1Z5,Bail-Nair,Char-Seth,INV-3731/21,INV-6558/21,2026-02-08,2026-02-08,18839.76,52407.09,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_1445"", ""mutations"": [""contradiction""], ""seed"": 12345}"
13ABCDE3446F1Z5,13ABCDE3446F1Z5,Babu-Dhaliwal,"Sibal, Jha and Hayer",INV-6101/23,INV-6257/22,2026-07-08,2026-07-08,71844.08,66154.37,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_579"", ""mutations"": [""contradiction""], ""seed"": 12345}"
71ABCDE5941F1Z5,71ABCDE5941F1Z5,Ramaswamy-Vasa,Ramaswamy-Vasa,INV-3256/23,INV/3256/23,2025-09-04,2025-09-04,26284.07,26284.07,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_793"", ""mutations"": [""format_mutation""], ""seed"": 12345}"
43ABCDE9349F1Z5,43ABCDE9349F1Z5,Ramaswamy-Suresh,Ramaswamy-Suresh,INV-3403/20,INV-3403/20,2025-10-06,2025-10-06,18333.39,18333.39,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2069"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
12ABCDE9541F1Z5,12ABCDE9541F1Z5,Bava-Khosla,Bava-Khosla,INV-8677/25,INV-8677/25,2025-09-10,2025-09-07,68889.38,68889.38,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2908"", ""mutations"": [""date_mutation""], ""seed"": 12345}"
97ABCDE5880F1Z5,97ABCDE5880F1Z5,Chaudry and Sons,Chaudry and Sons,INV-6622/21,INV-66Z221,2025-08-26,2025-08-24,4490.02,449.0,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_138"", ""mutations"": [""ocr_mutation"", ""date_mutation"", ""tax_mutation""], ""seed"": 12345}"
18ABCDE8816F1Z5,18ABCDE8816F1Z5,Patel-Kade,Patel-Kade,INV-4053/24,INV-4053/24,2026-04-16,2026-04-16,8693.46,8693.46,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2003"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
63ABCDE2575F1Z5,63ABCDE2575F1Z5,Char-Sharaf,Char-Sharaf,INV-3794/23,INV-3794/23,2026-03-28,2026-03-28,87926.32,164076.56,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_8"", ""mutations"": [""large_amount_diff""], ""seed"": 12345}"
46ABCDE6874F1Z5,46ABCDE6874F1Z5,"Sinha, Magar and Bansal","Sinha, Magar and Bansal",INV-2140/22,INV-2140/22,2025-10-21,2025-10-21,91925.27,91925.27,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1002"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
,68ABCDE9014F1Z5,,"Bains, Gala and Borde",,INV-5021/25,,2026-05-02,,33204.42,,0.0,,0.0,,0.0,MISSING_IN_PR,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_1445"", ""mutations"": [""missing""], ""seed"": 12345}"
73ABCDE1271F1Z5,73ABCDE1271F1Z5,Natarajan Group,Natarajan Group,INV-7165/26,INV-7165/26,2026-03-01,2026-03-01,14726.78,14726.78,0.0,2650.82,1325.41,0.0,1325.41,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2192"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
78ABCDE9887F1Z5,78ABCDE9887F1Z5,Sandhu Ltd,Sandhu Ltd,INV-8896/25,INV-8896/25,2026-05-11,2026-05-11,11510.04,11510.04,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1543"", ""mutations"": [], ""seed"": 12345}"
78ABCDE9773F1Z5,78ABCDE9773F1Z5,Kalla and Sons,Kalla and Sons,INV-3476/20,INV-3476/20,2025-12-24,2025-12-24,48047.76,90812.67,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_50"", ""mutations"": [""large_amount_diff""], ""seed"": 12345}"
33ABCDE3199F1Z5,,Magar-Wagle,,INV-6733/26,,2026-03-08,,55408.96,,0.0,,0.0,,0.0,,MISSING_IN_2B,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_366"", ""mutations"": [""missing""], ""seed"": 12345}"
,43ABCDE9165F1Z5,,"Dalal, Dua and Parmer",,INV-9953/24,,2025-09-11,,58050.37,,0.0,,0.0,,0.0,MISSING_IN_PR,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_966"", ""mutations"": [""missing""], ""seed"": 12345}"
84ABCDE7547F1Z5,,Sarma-Pal,,INV-7802/24,,2025-09-27,,52963.98,,0.0,,0.0,,0.0,,MISSING_IN_2B,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_1081"", ""mutations"": [""missing""], ""seed"": 12345}"
80ABCDE2040F1Z5,80ABCDE2040F1Z5,"Mitter, Agate and Gala","Mitter, Agate and Gala",INV-7857/25,INV-7857/25,2025-11-12,2025-11-12,11448.61,11448.61,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3824"", ""mutations"": [""supplier_name_mutation""], ""seed"": 12345}"
,32ABCDE4369F1Z5,,"Ramesh, Ahluwalia and Dave",,INV-5072/22,,2026-04-28,,68620.87,,0.0,,0.0,,0.0,MISSING_IN_PR,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_857"", ""mutations"": [""missing""], ""seed"": 12345}"
21ABCDE7536F1Z5,,"Vig, Nori and Sathe",,INV-2460/26,,2025-08-25,,63609.41,,0.0,,0.0,,0.0,,MISSING_IN_2B,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_817"", ""mutations"": [""missing""], ""seed"": 12345}"
27ABCDE6306F1Z5,27ABCDE6306F1Z5,Yogi PLC,Yogi PLC,INV-2971/23,INV-2971/23,2025-08-21,2025-08-21,82807.19,155596.6,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1935"", ""mutations"": [""large_amount_diff""], ""seed"": 12345}"
44ABCDE3849F1Z5,99ABCDE7950F1Z5,Wali-Kapadia,Wali-Kapadia,INV-2803/25,INV-2803/25,2026-05-01,2026-05-01,65366.17,65366.17,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2089"", ""mutations"": [""different_gstin""], ""seed"": 12345}"
25ABCDE7719F1Z5,,Gour LLC,,INV-5542/22,,2026-07-31,,7167.65,,0.0,,0.0,,0.0,,MISSING_IN_2B,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_186"", ""mutations"": [""missing""], ""seed"": 12345}"
33ABCDE4898F1Z5,33ABCDE4898F1Z5,Nadig-Munshi,Nadig-Munshi,INV-6207/20,INV620S20,2026-01-18,2026-01-18,76431.41,76434.81,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3119"", ""mutations"": [""ocr_mutation"", ""format_mutation"", ""tax_mutation""], ""seed"": 12345}"
,25ABCDE4688F1Z5,,Patla Group,,INV-9317/20,,2026-05-26,,44645.52,,0.0,,0.0,,0.0,MISSING_IN_PR,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_370"", ""mutations"": [""missing""], ""seed"": 12345}"
22ABCDE9957F1Z5,22ABCDE9957F1Z5,"Kota, Panchal and Palla","Kota, Panchal and Palla",INV-2578/25,INV-2578/25,2026-05-16,2026-05-16,57522.78,57522.78,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3668"", ""mutations"": [], ""seed"": 12345}"
14ABCDE1996F1Z5,14ABCDE1996F1Z5,"Subramaniam, Pandit and Sarna","Subramaniam, Pandit and Sarna",INV-3025/20,INV-3025/20,2025-12-04,2025-12-04,57632.69,57632.69,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_620"", ""mutations"": [], ""seed"": 12345}"
16ABCDE1948F1Z5,16ABCDE1948F1Z5,"Char, Khosla and Mohan",Bhavsar-Vaidya,INV-7140/25,INV-3596/24,2026-01-23,2026-01-23,3993.56,75918.42,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_263"", ""mutations"": [""contradiction""], ""seed"": 12345}"
46ABCDE1631F1Z5,46ABCDE1631F1Z5,Lall PLC,Shan-Bansal,INV-8562/20,INV-1538/20,2025-12-10,2025-12-10,95590.01,29941.99,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_1451"", ""mutations"": [""contradiction""], ""seed"": 12345}"
82ABCDE1470F1Z5,82ABCDE1470F1Z5,Mand PLC,Kunda Group,INV-3004/26,INV-8207/26,2025-08-29,2025-08-29,75423.15,83593.48,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_858"", ""mutations"": [""contradiction""], ""seed"": 12345}"
72ABCDE6050F1Z5,72ABCDE6050F1Z5,Ahuja Inc,Ahuja Inc,INV-4998/26,INV49982,2026-07-03,2026-07-03,11224.64,11224.64,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2933"", ""mutations"": [""ocr_mutation"", ""format_mutation""], ""seed"": 12345}"
32ABCDE8667F1Z5,32ABCDE8667F1Z5,Doshi Inc,Doshi Inc,INV-9033/20,INV-9033/20,2026-03-28,2026-03-28,6150.45,10087.92,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2480"", ""mutations"": [""large_amount_diff""], ""seed"": 12345}"
11ABCDE8863F1Z5,11ABCDE8863F1Z5,Pau and Sons,Pau and Sons,INV-2935/20,INV-2935/20,2025-11-02,2025-11-02,68552.1,68552.1,0.0,12339.38,6169.69,0.0,6169.69,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1152"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
25ABCDE4594F1Z5,25ABCDE4594F1Z5,Padmanabhan-Dani,Padmanabhan-Dani,INV-2979/20,INV-2979/20,2026-08-07,2026-08-07,86903.74,86903.74,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_148"", ""mutations"": [""supplier_name_mutation""], ""seed"": 12345}"
19ABCDE2988F1Z5,19ABCDE2988F1Z5,Korpal-Sabharwal,Korpal-Sabharwal,INV-4864/20,INV-4864/20,2025-10-22,2025-10-22,72727.51,72727.51,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2016"", ""mutations"": [], ""seed"": 12345}"
27ABCDE6444F1Z5,27ABCDE6444F1Z5,Comar Inc,Comar Inc,INV-7740/21,INV-7740/21,2025-08-27,2025-08-27,25344.12,31407.7,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2318"", ""mutations"": [""large_amount_diff""], ""seed"": 12345}"
31ABCDE1213F1Z5,31ABCDE1213F1Z5,Tiwari-Ray,Tiwari-Ray,INV-9386/26,INV-9386/26,2026-08-20,2026-08-20,14582.74,14582.74,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_722"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
84ABCDE9942F1Z5,84ABCDE9942F1Z5,Radhakrishnan-Kulkarni,Radhakrishnan-Kulkarni,INV-4563/20,INV-4S61-20,2026-02-05,2026-02-05,86617.18,86617.18,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3100"", ""mutations"": [""ocr_mutation"", ""format_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
74ABCDE3818F1Z5,74ABCDE3818F1Z5,Pal and Sons,Pal and Sons,INV-9095/21,INV-9095/21,2026-03-14,2026-03-14,35231.81,35231.81,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_812"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
94ABCDE2370F1Z5,94ABCDE2370F1Z5,Nayak Ltd,Nayak Ltd,INV-8388/21,INV-8388/21,2025-10-15,2025-10-15,73131.66,73131.66,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_822"", ""mutations"": [], ""seed"": 12345}"
80ABCDE7808F1Z5,80ABCDE7808F1Z5,Patil-Acharya,Patil-Acharya,INV-9339/20,INV93V92O,2025-11-15,2025-11-15,58927.77,58927.77,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1282"", ""mutations"": [""ocr_mutation"", ""format_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
67ABCDE1592F1Z5,67ABCDE1592F1Z5,Srinivas-De,Srinivas-De,INV-2641/20,INV-2641/20,2026-05-13,2026-05-13,26959.71,26959.71,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2485"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
,31ABCDE5150F1Z5,,Vohra-Ramachandran,,INV-3165/24,,2026-05-10,,63339.48,,0.0,,0.0,,0.0,MISSING_IN_PR,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_847"", ""mutations"": [""missing""], ""seed"": 12345}"
84ABCDE8395F1Z5,84ABCDE8395F1Z5,"Nayar, Venkataraman and Rajagopal","Nayar, Venkataraman and Rajagopal",INV-6468/24,INV-6468/24,2026-03-18,2026-03-18,61356.08,61356.08,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1400"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
77ABCDE7904F1Z5,77ABCDE7904F1Z5,"Wadhwa, Palla and Tank",Nagy and Sons,INV-1654/26,INV-7241/21,2026-07-16,2026-07-16,55339.62,3365.48,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_1239"", ""mutations"": [""contradiction""], ""seed"": 12345}"
34ABCDE5674F1Z5,34ABCDE5674F1Z5,"Gandhi, Tata and Pai","Gandhi, Tata and Pai",INV-7302/26,INV-7302/26,2026-07-17,2026-07-17,50324.22,50324.22,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2247"", ""mutations"": [], ""seed"": 12345}"
61ABCDE4910F1Z5,61ABCDE4910F1Z5,Kari Inc,Kari Inc,INV-8225/26,INV-8225/26,2025-10-05,2025-10-05,81418.43,81422.09,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2290"", ""mutations"": [""tax_mutation""], ""seed"": 12345}"
55ABCDE6866F1Z5,55ABCDE6866F1Z5,Narasimhan-Deol,"Lanka, Rout and Sahota",INV-4159/26,INV-8813/23,2026-07-22,2026-07-22,22742.6,44438.43,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_580"", ""mutations"": [""contradiction""], ""seed"": 12345}"
48ABCDE6702F1Z5,48ABCDE6702F1Z5,"Kala, Thakkar and Peri","Kala, Thakkar and Peri",INV-6250/23,INV-6250/23,2025-12-24,2025-12-22,53346.05,53346.05,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1376"", ""mutations"": [""date_mutation""], ""seed"": 12345}"
17ABCDE2918F1Z5,17ABCDE2918F1Z5,Hari PLC,Hari PLC,INV-7329/22,INV-7329/22,2026-01-20,2026-01-20,87170.42,87170.42,0.0,15690.68,7845.34,0.0,7845.34,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_679"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
19ABCDE7811F1Z5,19ABCDE7811F1Z5,"Sawhney, Jain and Prasad","Sawhney, Jain and Prasad",INV-8321/21,INV/8321/21,2026-08-06,2026-08-06,55380.8,55380.8,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1110"", ""mutations"": [""format_mutation""], ""seed"": 12345}"
94ABCDE4621F1Z5,94ABCDE4621F1Z5,Krishnan-Gala,Krishnan-Gala,INV-8789/21,INV-8789/21,2026-07-24,2026-07-25,84820.41,84820.9,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3647"", ""mutations"": [""date_mutation"", ""tax_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
45ABCDE8136F1Z5,45ABCDE8136F1Z5,Mammen-Sarkar,Mammen-Sarkar,INV-4899/23,INV-4899-23,2025-10-17,2025-10-17,97063.77,9706.38,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1523"", ""mutations"": [""format_mutation"", ""tax_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
25ABCDE2750F1Z5,99ABCDE4376F1Z5,Sekhon and Sons,Sekhon and Sons,INV-8422/21,INV-8422/21,2026-01-25,2026-01-25,59672.58,59672.58,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_176"", ""mutations"": [""different_gstin""], ""seed"": 12345}"
73ABCDE8395F1Z5,73ABCDE8395F1Z5,Kumer-Tak,Lala-Mandal,INV-7489/25,INV-4284/21,2025-11-03,2025-11-03,6620.32,55997.68,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_1316"", ""mutations"": [""contradiction""], ""seed"": 12345}"
82ABCDE1980F1Z5,82ABCDE1980F1Z5,Kamdar Ltd,Kamdar Limited,INV-5238/24,1NV/52J8/24,2026-06-24,2026-06-24,97471.29,97471.29,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2180"", ""mutations"": [""ocr_mutation"", ""format_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
49ABCDE4552F1Z5,,Choudhry PLC,,INV-8492/24,,2026-06-25,,25207.02,,0.0,,0.0,,0.0,,MISSING_IN_2B,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_621"", ""mutations"": [""missing""], ""seed"": 12345}"
97ABCDE7765F1Z5,97ABCDE7765F1Z5,Varkey-Narang,Varkey-Narang,INV-6319/23,INV-6319/23,2026-06-11,2026-06-11,74933.55,74933.55,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_659"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
70ABCDE4842F1Z5,,Purohit PLC,,INV-7075/20,,2026-04-23,,59854.67,,0.0,,0.0,,0.0,,MISSING_IN_2B,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_70"", ""mutations"": [""missing""], ""seed"": 12345}"
41ABCDE1800F1Z5,41ABCDE1800F1Z5,Bhat-Gokhale,Bhat-Gokhale,INV-4885/26,IV-4885/26,2025-09-13,2025-09-13,15057.92,15057.92,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2903"", ""mutations"": [""ocr_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
33ABCDE8326F1Z5,99ABCDE7110F1Z5,"Butala, Seth and Bal","Butala, Seth and Bal",INV-4621/22,INV-4621/22,2026-08-18,2026-08-18,16841.95,16841.95,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2761"", ""mutations"": [""different_gstin""], ""seed"": 12345}"
93ABCDE7892F1Z5,93ABCDE7892F1Z5,Pal and Sons,Pal and Sons,INV-5885/20,INV-5885/20,2026-02-07,2026-02-05,98149.37,98149.37,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_848"", ""mutations"": [""date_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
80ABCDE2800F1Z5,80ABCDE2800F1Z5,"Murthy, Parikh and Bali","Murthy, Parikh and Bali",INV-6486/24,INV-6486/24,2026-05-24,2026-05-24,33887.17,33887.17,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2338"", ""mutations"": [""supplier_name_mutation""], ""seed"": 12345}"
94ABCDE2369F1Z5,94ABCDE2369F1Z5,"Mishra, Kannan and Mukhopadhyay","Mishra, Kannan and Mukhopadhyay",INV-5935/21,INV-5935/21,2025-10-18,2025-10-18,32123.21,32123.21,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3648"", ""mutations"": [], ""seed"": 12345}"
,48ABCDE4079F1Z5,,Gopal Ltd,,INV-8290/22,,2026-04-01,,94037.48,,0.0,,0.0,,0.0,MISSING_IN_PR,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_372"", ""mutations"": [""missing""], ""seed"": 12345}"
70ABCDE1648F1Z5,70ABCDE1648F1Z5,Bahri-Pingle,Bahri-Pingle,INV-7238/22,INV-7238/22,2026-08-07,2026-08-07,35152.06,35152.06,0.0,6327.37,3163.69,0.0,3163.69,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2554"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
64ABCDE7594F1Z5,64ABCDE7594F1Z5,Loyal-Hora,Loyal-Hora,INV-3415/23,INV-3415/23,2026-07-24,2026-07-24,67695.49,67695.49,0.0,12185.19,6092.59,0.0,6092.59,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1172"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
43ABCDE9923F1Z5,43ABCDE9923F1Z5,Yogi and Sons,Yogi and Sons,INV-9156/20,INV-9156/20,2025-12-22,2025-12-22,43884.87,75461.3,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1312"", ""mutations"": [""large_amount_diff""], ""seed"": 12345}"
43ABCDE8410F1Z5,43ABCDE8410F1Z5,"Dash, Dada and Bose",Korpal-Venkataraman,INV-8527/24,INV-9174/20,2026-01-22,2026-01-22,90097.9,68690.53,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_339"", ""mutations"": [""contradiction""], ""seed"": 12345}"
91ABCDE6499F1Z5,91ABCDE6499F1Z5,Khosla Inc,Khosla Inc,INV-6926/26,INV/6926/Z6,2026-08-06,2026-08-06,34742.45,34742.45,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1981"", ""mutations"": [""ocr_mutation"", ""format_mutation""], ""seed"": 12345}"
